ASOF_DATE|NAME|TICKER|ISIN|CUSIP|COUNTRY|POSITION_AMOUNT|MARKET_VALUE_IN_THOUSANDS|LOCAL_MARKET_VALUE_IN_THOUSANDS|CURRENCY|PORTFOLIO_TICKER|Issue_Date
12/30/2021|CLEVELAND OHIO WTR REV|CLEWTR|US186427CU20|186427CU2|United States|1040000|1137|1137|USD|IMUN24|5/27/2015|
12/30/2021|NORTH TEX TWY AUTH REV|NRTTRN|US66285WH254|66285WH25|United States|75000|84|84|USD|IMUN24|11/20/2014|
12/30/2021|SAN ANTONIO TEX ELEC & GAS REV|SANUTL|US79625GCV32|79625GCV3|United States|155000|173|173|USD|IMUN24|7/1/2016|
12/30/2021|VIRGINIA COLLEGE BLDG AUTH VA|VACHGR|US9277815C46|9277815C4|United States|250000|273|273|USD|IMUN24|5/15/2014|
12/30/2021|BROWNSVILLE TEX|BRO|US116405SW23|116405SW2|United States|5000|6|6|USD|IMUN24|12/1/2014|
12/30/2021|NEW YORK ST DORM AUTH ST PERS|NYSHGR|US64990E5M56|64990E5M5|United States|145000|162|162|USD|IMUN24|10/20/2016|
12/30/2021|NEW YORK ST DORM AUTH ST PERS|NYSHGR|US64990ENF06|64990ENF0|United States|230000|257|257|USD|IMUN24|3/21/2014|
12/30/2021|NEW YORK ST DORM AUTH ST PERS|NYSHGR|US64990EQB64|64990EQB6|United States|635000|709|709|USD|IMUN24|7/8/2014|
12/30/2021|NEW YORK ST DORM AUTH ST PERS|NYSHGR|US64990EY684|64990EY68|United States|450000|503|503|USD|IMUN24|9/11/2015|
12/30/2021|NEW YORK ST DORM AUTH ST PERS|NYSHGR|US64990EYD39|64990EYD3|United States|400000|447|447|USD|IMUN24|1/14/2015|
12/30/2021|NEW YORK ST DORM AUTH ST PERS|NYSHGR|US64990FKF08|64990FKF0|United States|270000|302|302|USD|IMUN24|6/28/2019|
12/30/2021|OHIO ST|OHS|US677523AC66|677523AC6|United States|5000|5|5|USD|IMUN24|3/21/2014|
12/30/2021|CALIFORNIA ST DEPT WTR RES CEN|CASWTR|US13066K4E63|13066K4E6|United States|35000|39|39|USD|IMUN24|3/6/2014|
12/30/2021|WISCONSIN ST CLEAN WTR REV|WISWTR|US977092WS00|977092WS0|United States|85000|95|95|USD|IMUN24|7/15/2015|
12/30/2021|WISCONSIN ST CLEAN WTR REV|WISWTR|US977092XC49|977092XC4|United States|60000|67|67|USD|IMUN24|4/12/2016|
12/30/2021|DELAWARE ST|DES|US246381LN57|246381LN5|United States|85000|97|97|USD|IMUN24|11/6/2014|
12/30/2021|MARYLAND ST HEALTH & HIGHER ED|MDSMED|US574218SM63|574218SM6|United States|1500000|1716|1716|USD|IMUN24|11/19/2014|
12/30/2021|WISCONSIN ST TRANSN REV|WISTRN|US977123R265|977123R26|United States|200000|228|228|USD|IMUN24|5/31/2017|
12/30/2021|NEW YORK N Y CITY TRANSITIONAL|NYCFAC|US64972H6E72|64972H6E7|United States|435000|495|495|USD|IMUN24|3/17/2016|
12/30/2021|NEW YORK N Y CITY TRANSITIONAL|NYCFAC|US64972HZJ49|64972HZJ4|United States|170000|194|194|USD|IMUN24|7/20/2017|
12/30/2021|ALLAN HANCOCK CALIF JT CMNTY C|ALLHGR|US016730HH98|016730HH9|United States|10000|11|11|USD|IMUN24|10/28/2014|
12/30/2021|LOS ANGELES CALIF CMNTY COLLEG|LOSHGR|US54438CTF94|54438CTF9|United States|120000|137|137|USD|IMUN24|1/8/2015|
12/30/2021|MASSACHUSETTS ST WTR RES AUTH|MASWTR|US576051XR25|576051XR2|United States|110000|125|125|USD|IMUN24|5/16/2018|
12/30/2021|MASSACHUSETTS ST WTR RES AUTH|MASWTR|US576051YB63|576051YB6|United States|20000|23|23|USD|IMUN24|5/22/2019|
12/30/2021|OMAHA PUB PWR DIST NEB ELEC RE|OMAPWR|US682001DZ26|682001DZ2|United States|1115000|1271|1271|USD|IMUN24|1/7/2015|
12/30/2021|ALABAMA FED AID HWY FIN AUTH S|ALSTRN|US010268BJ87|010268BJ8|United States|195000|222|222|USD|IMUN24|6/29/2017|
