iShares® iBonds® 2022 Term High Yield and Income ETF
Fund Holdings as of,"Dec 31, 2021"
Inception Date,"May 07, 2019"
Shares Outstanding,"3,100,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Accrual Date,Effective Date
"BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","6,330,000.00","8.48","6,330,000.00","6,330,000.00","066922477","US0669224778","6922477","1.00","United States","-","USD","0.07","0.07","1.00","-","0.10","0.10","-","0.07","0.10","0.07","USD","-","Feb 04, 2009"
"CIT GROUP INC","Corporates","Fixed Income","1,548,897.90","2.07","1,548,897.90","1,485,000.00","125581GQ5","US125581GQ55","B8Q8Q83","102.41","United States","-","USD","0.61","1.09","1.00","Aug 15, 2022","5.00","0.61","-","1.09","0.61","1.09","USD","Aug 03, 2012","Aug 03, 2012"
"SPRINT COMMUNICATIONS INC","Corporates","Fixed Income","1,541,252.69","2.06","1,541,252.69","1,472,000.00","852061AS9","US852061AS99","B9FKJQ6","103.94","United States","-","USD","0.86","1.44","1.00","Nov 15, 2022","6.00","0.85","-","1.44","0.85","1.44","USD","Nov 14, 2012","Nov 14, 2012"
"DISH DBS CORP","Corporates","Fixed Income","1,420,870.77","1.90","1,420,870.77","1,361,000.00","25470XAJ4","US25470XAJ46","B8HNVJ3","101.69","United States","-","USD","0.52","2.69","1.00","Jul 15, 2022","5.88","0.52","-","2.69","0.52","2.69","USD","May 16, 2012","Oct 09, 2012"
"CHARTER COMMUNICATIONS OPERATING L","Corporates","Fixed Income","1,344,917.60","1.80","1,344,917.60","1,300,000.00","161175BB9","US161175BB96","BDFF420","101.50","United States","-","USD","0.38","1.77","1.00","Jul 23, 2022","4.46","0.55","-","0.66","0.38","0.66","USD","Jul 23, 2016","Dec 01, 2016"
"CENTURYLINK INC","Corporates","Fixed Income","1,330,470.72","1.78","1,330,470.72","1,296,000.00","156700AS5","US156700AS50","B7M5R33","100.95","United States","-","USD","0.20","1.14","1.00","Mar 15, 2022","5.80","0.20","-","1.14","0.20","1.14","USD","Mar 12, 2012","Mar 12, 2012"
"CABLEVISION SYSTEMS CORPORATION","Corporates","Fixed Income","1,225,358.87","1.64","1,225,358.87","1,175,000.00","12686CBB4","US12686CBB46","B6ZY4Y0","102.56","United States","-","USD","0.69","2.20","1.00","Sep 15, 2022","5.88","0.68","-","2.20","0.68","2.20","USD","Sep 27, 2012","Sep 27, 2012"
"EQT CORP","Corporates","Fixed Income","1,221,504.00","1.64","1,221,504.00","1,200,000.00","26884LAE9","US26884LAE92","BZ2Z1K4","101.04","United States","-","USD","0.67","1.59","1.00","Oct 01, 2022","3.00","0.74","-","1.42","0.66","1.42","USD","Oct 04, 2017","Oct 04, 2017"
"ROYAL CARIBBEAN CRUISES LTD","Corporates","Fixed Income","1,122,141.17","1.50","1,122,141.17","1,100,000.00","780153AU6","US780153AU63","B80VXH6","101.34","United States","-","USD","0.86","3.67","1.00","Nov 15, 2022","5.25","0.84","-","3.67","0.84","3.67","USD","Nov 07, 2012","Nov 07, 2012"
"MGM RESORTS INTERNATIONAL","Corporates","Fixed Income","1,069,639.94","1.43","1,069,639.94","1,033,000.00","552953BX8","US552953BX80","B8BS774","101.27","United States","-","USD","0.20","1.54","1.00","Mar 15, 2022","7.75","0.20","-","1.54","0.20","1.54","USD","Mar 22, 2012","Mar 22, 2012"
