iShares® iBonds® Dec 2025 Term Muni Bond ETF
Fund Holdings as of,"Dec 31, 2021"
Inception Date,"Nov 13, 2018"
Shares Outstanding,"7,050,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Accrual Date,Effective Date
"ILLINOIS ST","Government Related","Fixed Income","1,466,695.73","0.75","1,466,695.73","1,260,000.00","452152Q46","US452152Q468","-","115.57","United States","-","USD","3.53","0.86","1.00","Nov 01, 2025","5.00","3.52","-","0.86","3.52","0.86","USD","Nov 08, 2017","Nov 08, 2017"
"NEW JERSEY ECONOMIC DEV AUTH R","Government Related","Fixed Income","969,634.84","0.49","969,634.84","860,000.00","64577BE42","US64577BE422","-","112.08","United States","-","USD","3.59","0.79","1.00","Nov 01, 2025","4.00","3.57","-","0.79","3.57","0.79","USD","Jan 23, 2017","Jan 23, 2017"
"MASSACHUSETTS ST WTR POLLUTN A","Municipals","Fixed Income","910,109.76","0.46","910,109.76","770,000.00","57605AFK7","US57605AFK79","-","116.11","United States","-","USD","3.28","0.46","1.00","Aug 01, 2025","5.00","3.28","-","0.46","3.28","0.46","USD","Jun 12, 2014","Jun 12, 2014"
"WASHINGTON ST","Government Related","Fixed Income","867,492.12","0.44","867,492.12","750,000.00","93974D7F9","US93974D7F96","-","115.25","United States","-","USD","3.19","0.49","1.00","Jun 01, 2025","5.00","3.18","-","0.49","3.18","0.49","USD","Feb 20, 2019","Feb 20, 2019"
"NEVADA ST HIGHWAY IMPT REVENUE","Government Related","Fixed Income","822,989.07","0.42","822,989.07","700,000.00","641480HX9","US641480HX95","-","117.15","United States","-","USD","3.61","0.57","1.00","Dec 01, 2025","5.00","3.61","-","0.57","3.61","0.57","USD","Mar 09, 2016","Mar 09, 2016"
"MASSACHUSETTS ST DEV FIN AGY R","Government Related","Fixed Income","809,925.75","0.41","809,925.75","685,000.00","57584XXT3","US57584XXT35","-","115.93","United States","-","USD","3.24","0.46","1.00","Jul 15, 2025","5.00","3.24","-","0.46","3.24","0.46","USD","Oct 20, 2016","Oct 20, 2016"
"IDAHO HSG & FIN ASSN","Corporates","Fixed Income","799,613.81","0.41","799,613.81","680,000.00","45129WMQ0","US45129WMQ05","-","115.28","United States","-","USD","3.23","0.63","1.00","Jul 15, 2025","5.00","3.23","-","0.63","3.23","0.63","USD","Jul 21, 2015","Jul 21, 2015"
"NEW JERSEY ST","Government Related","Fixed Income","799,549.38","0.41","799,549.38","695,000.00","646039VD6","US646039VD62","-","114.63","United States","-","USD","3.19","0.66","1.00","Jun 01, 2025","5.00","3.18","-","0.66","3.18","0.66","USD","Dec 18, 2014","Dec 18, 2014"
"MARYLAND ST","Government Related","Fixed Income","798,084.79","0.41","798,084.79","675,000.00","574193PD4","US574193PD41","-","116.15","United States","-","USD","3.28","0.45","1.00","Aug 01, 2025","5.00","3.28","-","0.45","3.28","0.45","USD","Aug 30, 2017","Aug 30, 2017"
"MIAMI-DADE CNTY FLA WTR & SWR","Government Related","Fixed Income","794,546.42","0.40","794,546.42","675,000.00","59334DHY3","US59334DHY31","-","116.46","United States","-","USD","3.45","0.56","1.00","Oct 01, 2025","5.00","3.45","-","0.56","3.45","0.56","USD","Jun 03, 2015","Jun 03, 2015"
"TEXAS TRANSN COMMN ST HWY FD R","Government Related","Fixed Income","742,597.38","0.38","742,597.38","630,000.00","88283LKJ4","US88283LKJ43","-","116.62","United States","-","USD","3.45","0.52","1.00","Oct 01, 2025","5.00","3.45","-","0.52","3.45","0.52","USD","Oct 26, 2016","Oct 26, 2016"
"PHILADELPHIA PA WTR & WASTEWTR","Government Related","Fixed Income","707,478.90","0.36","707,478.90","600,000.00","717893ZZ7","US717893ZZ74","-","116.66","United States","-","USD","3.45","0.51","1.00","Oct 01, 2025","5.00","3.45","-","0.51","3.45","0.51","USD","Nov 03, 2016","Nov 03, 2016"
