iShares Treasury Floating Rate Bond ETF
Fund Holdings as of,"Dec 31, 2021"
Inception Date,"Feb 03, 2014"
Shares Outstanding,"6,800,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Accrual Date,Effective Date
"TREASURY FLOATING RATE NOTE","Treasuries","Fixed Income","169,607,044.32","49.62","169,607,044.32","169,507,700.00","91282CAS0","US91282CAS08","BMYVTW7","100.04","United States","-","USD","0.01","0.06","1.00","Oct 31, 2022","0.14","0.09","-","0.06","0.09","0.06","USD","Oct 31, 2020","Nov 02, 2020"
"TREASURY FLOATING RATE NOTE","Treasuries","Fixed Income","71,865,001.83","21.03","71,865,001.83","71,846,900.00","91282CCQ2","US91282CCQ24","BMD9ZG8","100.01","United States","-","USD","0.01","0.08","1.00","Jul 31, 2023","0.11","0.09","-","0.08","0.09","0.08","USD","Jul 31, 2021","Aug 02, 2021"
"TREASURY FLOATING RATE NOTE","Treasuries","Fixed Income","56,250,164.06","16.46","56,250,164.06","56,213,300.00","91282CBK6","US91282CBK62","BMZ2XP0","100.05","United States","-","USD","0.01","0.06","1.00","Jan 31, 2023","0.13","0.09","-","0.06","0.09","0.06","USD","Jan 31, 2021","Feb 01, 2021"
"TREASURY FLOATING RATE NOTE","Treasuries","Fixed Income","30,880,799.74","9.04","30,880,799.74","30,866,900.00","91282CBY6","US91282CBY66","BLPKDW4","100.03","United States","-","USD","0.01","0.07","1.00","Apr 30, 2023","0.12","0.09","-","0.07","0.09","0.07","USD","Apr 30, 2021","Apr 30, 2021"
"BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","9,800,000.00","2.87","9,800,000.00","9,800,000.00","066922477","US0669224778","6922477","1.00","United States","-","USD","0.07","0.07","1.00","-","0.10","0.10","-","0.07","0.10","0.07","USD","-","Feb 04, 2009"
"TREASURY FLOATING RATE NOTE","Treasuries","Fixed Income","1,202,188.10","0.35","1,202,188.10","1,201,400.00","912828ZK9","US912828ZK94","BMXPS12","100.04","United States","-","USD","0.01","0.06","1.00","Apr 30, 2022","0.20","0.09","-","0.06","0.09","0.06","USD","Apr 30, 2020","Apr 30, 2020"
"TREASURY FLOATING RATE NOTE","Treasuries","Fixed Income","1,146,091.03","0.34","1,146,091.03","1,145,500.00","91282CAA9","US91282CAA99","-","100.03","United States","-","USD","0.01","0.05","1.00","Jul 31, 2022","0.14","0.09","-","0.05","0.09","0.05","USD","Jul 31, 2020","Jul 31, 2020"
"TREASURY FLOATING RATE NOTE","Treasuries","Fixed Income","1,056,447.64","0.31","1,056,447.64","1,056,000.00","912828Z45","US912828Z450","-","100.01","United States","-","USD","0.01","0.13","1.00","Jan 31, 2022","0.24","0.09","-","0.13","0.09","0.13","USD","Jan 31, 2020","Jan 31, 2020"
"USD CASH","Cash and/or Derivatives","Cash","-27,603.97","-0.01","-27,603.97","-27,604.00","-","-","-","100.00","United States","-","USD","0.00","0.10","1.00","-","0.00","0.00","-","0.10","0.00","0.10","USD","-","Jan 01, 1989"
 
