,ASOF_DATE,NAME,TICKER,ISIN,CUSIP,COUNTRY,POSITION_AMOUNT,MARKET_VALUE_IN_THOUSANDS,LOCAL_MARKET_VALUE_IN_THOUSANDS,CURRENCY,PORTFOLIO_TICKER,Issue_Date
12/30/2021,GRANT CNTY WASH PUB UTIL DIST,GRAPWR,US387883UR08,387883UR0,United States,35000,38,38,USD,IMUN23,11/18/2014,
12/30/2021,GRANT CNTY WASH PUB UTIL DIST,GRAPWR,US387883WM92,387883WM9,United States,215000,231,231,USD,IMUN23,11/5/2015,
12/30/2021,METROPOLITAN GOVT NASHVILLE &,MET,US592112NA04,592112NA0,United States,60000,64,64,USD,IMUN23,5/9/2013,
12/30/2021,METROPOLITAN GOVT NASHVILLE &,MET,US592112NE26,592112NE2,United States,1250000,1340,1340,USD,IMUN23,5/9/2013,
12/30/2021,NEW JERSEY ST TPK AUTH TPK REV,NJSTRN,US646140AS25,646140AS2,United States,10000,11,11,USD,IMUN23,4/4/2013,
12/30/2021,NORTH TEX TWY AUTH REV,NRTTRN,US66285WG918,66285WG91,United States,190000,204,204,USD,IMUN23,11/20/2014,
12/30/2021,SAN ANTONIO TEX ELEC & GAS REV,SANUTL,US79625GCU58,79625GCU5,United States,330000,354,354,USD,IMUN23,7/1/2016,
12/30/2021,VIRGINIA COLLEGE BLDG AUTH VA,VACHGR,US927781R485,927781R48,United States,1025000,1099,1099,USD,IMUN23,9/26/2013,
12/30/2021,GOOSE CREEK TEX CONS INDPT SCH,GOOSCD,US382604E444,382604E44,United States,900000,965,965,USD,IMUN23,7/1/2013,
12/30/2021,NEW YORK ST DORM AUTH ST PERSONAL,NYSHGR,US64990E5L73,64990E5L7,United States,335000,359,359,USD,IMUN23,10/20/2016,
12/30/2021,NEW YORK ST DORM AUTH ST PERS,NYSHGR,US64990EKT37,64990EKT3,United States,1000000,1072,1072,USD,IMUN23,7/25/2013,
12/30/2021,NEW YORK ST DORM AUTH ST PERS,NYSHGR,US64990FE592,64990FE59,United States,675000,724,724,USD,IMUN23,7/13/2017,
12/30/2021,NEW YORK ST DORM AUTH ST PERS,NYSHGR,US64990FE915,64990FE91,United States,320000,343,343,USD,IMUN23,10/13/2017,
12/30/2021,NEW YORK N Y,NYC,US64966QUF52,64966QUF5,United States,10000,11,11,USD,IMUN23,3/25/2014,
12/30/2021,NEW YORK ST DORM AUTH ST PERS,NYSHGR,US64990EX850,64990EX85,United States,245000,263,263,USD,IMUN23,9/11/2015,
12/30/2021,NEW YORK ST DORM AUTH ST PERS,NYSHGR,US64990EYU53,64990EYU5,United States,60000,63,63,USD,IMUN23,1/14/2015,
12/30/2021,VIRGINIA COMWLTH TRANSN BRD,VASTRN,US927790GM14,927790GM1,United States,1100000,1179,1179,USD,IMUN23,11/21/2013,
12/30/2021,BAY AREA TOLL AUTH CALIF TOLL,BAYTRN,US072024TF94,072024TF9,United States,100000,107,107,USD,IMUN23,8/6/2013,
12/30/2021,BAY AREA TOLL AUTH CALIF TOLL,BAYTRN,US072024TH50,072024TH5,United States,135000,145,145,USD,IMUN23,8/6/2013,
12/30/2021,NASSAU CNTY N Y,NAS,US63165TLE37,63165TLE3,United States,515000,552,552,USD,IMUN23,12/11/2013,
