iShares® iBonds® Dec 2026 Term Corporate ETF
Fund Holdings as of,"Dec 31, 2021"
Inception Date,"Sep 13, 2016"
Shares Outstanding,"36,650,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Accrual Date,Effective Date
"DELL INTERNATIONAL LLC","Corporates","Fixed Income","9,166,115.15","0.95","9,166,115.15","7,889,000.00","24703TAD8","US24703TAD81","BL97CL3","115.92","United States","-","USD","3.79","2.24","1.00","Jun 15, 2026","6.02","3.96","-","2.05","3.77","2.05","USD","Jun 15, 2021","Jun 15, 2021"
"MICROSOFT CORPORATION","Corporates","Fixed Income","7,359,265.32","0.77","7,359,265.32","6,967,000.00","594918BR4","US594918BR43","BDCBCN8","104.68","United States","-","USD","4.20","1.35","1.00","Aug 08, 2026","2.40","4.32","-","1.29","4.10","1.29","USD","Aug 08, 2016","Aug 08, 2016"
"ABBVIE INC","Corporates","Fixed Income","6,951,040.24","0.72","6,951,040.24","6,576,000.00","00287YBV0","US00287YBV02","BMCF750","105.36","United States","-","USD","4.47","1.80","1.00","Nov 21, 2026","2.95","4.54","-","1.76","4.40","1.76","USD","May 21, 2020","Nov 17, 2020"
"MORGAN STANLEY MTN","Corporates","Fixed Income","6,407,391.58","0.67","6,407,391.58","5,820,000.00","61746BDZ6","US61746BDZ67","BDCRXV1","108.44","United States","-","USD","3.74","1.72","1.00","Jan 27, 2026","3.88","3.73","-","1.72","3.73","1.72","USD","Jan 27, 2016","Jan 27, 2016"
"AERCAP IRELAND CAPITAL DAC","Corporates","Fixed Income","6,365,539.41","0.66","6,365,539.41","6,290,000.00","00774MAV7","US00774MAV72","-","100.78","Ireland","-","USD","4.51","2.28","1.00","Oct 29, 2026","2.45","4.51","-","2.28","4.44","2.28","USD","Oct 29, 2021","Oct 29, 2021"
"BOEING CO","Corporates","Fixed Income","6,239,471.29","0.65","6,239,471.29","6,185,000.00","097023DG7","US097023DG73","-","99.98","United States","-","USD","2.61","2.20","1.00","Feb 04, 2026","2.20","3.86","-","2.20","3.86","2.20","USD","Feb 04, 2021","Feb 04, 2021"
"INTERNATIONAL BUSINESS MACHINES CO","Corporates","Fixed Income","6,099,584.58","0.63","6,099,584.58","5,675,000.00","459200JZ5","US459200JZ55","BFY97D9","107.06","United States","-","USD","4.07","1.62","1.00","May 15, 2026","3.30","4.07","-","1.62","4.07","1.62","USD","May 15, 2019","May 15, 2019"
"ANHEUSER-BUSCH COS LLC / ANHEUSER-","Corporates","Fixed Income","5,977,400.39","0.62","5,977,400.39","5,462,000.00","03522AAG5","US03522AAG58","BK9VNF9","107.90","Belgium","-","USD","3.60","1.64","1.00","Feb 01, 2026","3.65","3.76","-","1.52","3.54","1.52","USD","Feb 01, 2019","May 13, 2019"
"WELLS FARGO & COMPANY","Corporates","Fixed Income","5,894,804.53","0.61","5,894,804.53","5,572,000.00","949746SH5","US949746SH57","BYQ74R7","105.21","United States","-","USD","4.47","1.86","1.00","Oct 23, 2026","3.00","4.46","-","1.86","4.46","1.86","USD","Oct 25, 2016","Oct 25, 2016"
"GOLDMAN SACHS GROUP INC/THE","Corporates","Fixed Income","5,879,680.44","0.61","5,879,680.44","5,491,000.00","38145GAH3","US38145GAH39","BZ12537","106.64","United States","-","USD","3.87","2.06","1.00","Nov 16, 2026","3.50","4.47","-","1.72","3.62","1.72","USD","Nov 16, 2016","Nov 16, 2016"
