ASOF_DATE|NAME|TICKER|ISIN|CUSIP|COUNTRY|POSITION_AMOUNT|MARKET_VALUE_IN_THOUSANDS|LOCAL_MARKET_VALUE_IN_THOUSANDS|CURRENCY|PORTFOLIO_TICKER|Issue_Date
12/30/2021|NBN CO LTD MTN 144A|NBNAUS|US62878U2C56|62878U2C5|Australia|5900000|5829|5829|USD|ISHIGSB|10/8/2021|
12/30/2021|NBN CO LTD MTN 144A|NBNAUS|US62878U2A90|62878U2A9|Australia|3804000|3754|3754|USD|ISHIGSB|5/5/2021|
12/30/2021|ABU DHABI NATIONAL ENERGY CO 144A|TAQAUH|US00386SAL60|00386SAL6|United Arab Emirates|3695000|3859|3859|USD|ISHIGSB|12/12/2012|
12/30/2021|ADCB FINANCE CAYMAN LTD MTN 144A|ADCBUH|US00653MAA99||United Arab Emirates|5200000|5421|5421|USD|ISHIGSB|3/29/2018|
12/30/2021|ABU DHABI NATIONAL ENERGY CO PJSC 144A|TAQAUH|US00388WAF86|00388WAF8|United Arab Emirates|8225000|9007|9007|USD|ISHIGSB|4/23/2018|
12/30/2021|ABU DHABI NATIONAL ENERGY CO PJSC MTN 144A|TAQAUH|US00388WAC55|00388WAC5|United Arab Emirates|5085000|5630|5630|USD|ISHIGSB|6/22/2016|
12/30/2021|ANTARES HOLDINGS LP        144A|ANTHOL|US03666HAA95||United States|893000|969|969|USD|ISHIGSB|7/26/2018|
12/30/2021|ANTARES HOLDINGS LP        144A|ANTHOL|US03666HAC51||Canada|1970000|2062|2062|USD|ISHIGSB|1/26/2021|
12/30/2021|ANTARES HOLDINGS LP        144A|ANTHOL|US03666HAD35|03666HAD3|Canada|700000|694|694|USD|ISHIGSB|7/26/2021|
12/30/2021|SA GLOBAL SUKUK LTD        144A|ARAMCO|US78397PAA93|78397PAA9|Saudi Arabia|6895000|6788|6788|USD|ISHIGSB|6/17/2021|
12/30/2021|SA GLOBAL SUKUK LTD        144A|ARAMCO|US78397PAB76|78397PAB7|Saudi Arabia|12325000|12137|12137|USD|ISHIGSB|6/17/2021|
12/30/2021|BANCO LATINOAMERICANO DE COMERCIO 144A|BLX|US05968CAC64|05968CAC6|Panama|10170000|10254|10254|USD|ISHIGSB|9/14/2020|
12/30/2021|EMPRESA NACIONAL DEL PETROLEO ENAP 144A|ENAPCL|US29245JAH59|29245JAH5|Chile|475000|508|508|USD|ISHIGSB|10/30/2014|
12/30/2021|CORPORACION NACIONAL DEL COBRE DE 144A|CDEL|US21987BAV09||Chile|175000|193|193|USD|ISHIGSB|9/16/2015|
12/30/2021|EMPRESA NACIONAL DEL PETROLEO ENAP 144A|ENAPCL|US29245JAJ16|29245JAJ1|Chile|2127000|2218|2218|USD|ISHIGSB|8/5/2016|
12/30/2021|CNPC GENERAL CAPITAL LTD   144A|CNPCCH|US12623TAE82|12623TAE8|China|6315000|6534|6534|USD|ISHIGSB|4/16/2013|
12/30/2021|SINOPEC CAPITAL (2013) LTD 144A|SINOPC|US82937TAA07|82937TAA0|China|6010000|6191|6191|USD|ISHIGSB|4/24/2013|
12/30/2021|SYNGENTA FINANCE NV        144A|SYNNVX|US87164KAH77||Switzerland|7506000|7821|7821|USD|ISHIGSB|4/24/2018|
12/30/2021|STATE GRID OVERSEAS INVESTMENT (20 MTN 144A|CHGRID|US857006AL44|857006AL4|China|9597000|9974|9974|USD|ISHIGSB|5/2/2018|
12/30/2021|CNOOC FINANCE 2015 USA LLC|CNOOC|US12634MAD20|12634MAD2|China|4515000|4688|4688|USD|ISHIGSB|5/2/2018|
12/30/2021|CNOOC FINANCE (2013) LTD|CNOOC|US12625GAC87|12625GAC8|China|14801000|15198|15198|USD|ISHIGSB|5/9/2013|
12/30/2021|STATE GRID OVERSEAS INVESTMENT (20 144A|CHGRID|US856899AB55|856899AB5|China|5261000|5425|5425|USD|ISHIGSB|5/22/2013|
12/30/2021|SINOPEC GROUP OVERSEAS DEVELOPMENT 144A|SINOPE|US82939GAA67||China|2238000|2361|2361|USD|ISHIGSB|9/12/2018|
12/30/2021|SINOPEC GROUP OVERSEAS DEVELOPMENT 144A|SINOPE|US82937VAB36|82937VAB3|China|6278000|6679|6679|USD|ISHIGSB|10/17/2013|
12/30/2021|SINOPEC GROUP OVERSEAS DEVELOPMENT 144A|SINOPE|US82937WAE57|82937WAE5|China|9185000|9891|9891|USD|ISHIGSB|4/10/2014|
12/30/2021|BOC AVIATION (USA) CORPORATION MTN 144A|BOCAVI|US66980P2A66||Singapore|450000|451|451|USD|ISHIGSB|4/29/2021|
12/30/2021|CNOOC NEXEN FINANCE 2014 ULC|CNOOC|US12591DAC56|12591DAC5|China|17048000|18226|18226|USD|ISHIGSB|4/30/2014|
12/30/2021|STATE GRID OVERSEAS INVESTMENT 201 144A|CHGRID|US857004AC96|857004AC9|China|12055000|12907|12907|USD|ISHIGSB|5/7/2014|
12/30/2021|CHINA CINDA FINANCE (2014) LTD 144A|CCAMCL|US169388AC92|169388AC9|China|4622000|5017|5017|USD|ISHIGSB|5/14/2014|
